cluster_id,cluster_name,state,district,block,village,category,centroid_farmers,centroid_farms,centroid_acres,data_farmers,data_farms,data_acres
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Khaira,EF-Y4,1,1,15.94,,,
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Dab Khera,,4,4,51.58,1,1,34.55
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Dab Khera,EF-Y4,4,4,51.58,1,1,34.55
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Nawarsi,,4,4,112.36,0,0,0
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Nawarsi,EF-Y4,4,4,112.36,,,
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Dhanora Jattan,,1,1,36.18,0,0,0
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Dhanora Jattan,EF-Y4,1,1,36.18,,,
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Gharaula,,4,4,99.39,0,0,0
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Gharaula,EF-Y4,4,4,99.39,,,
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Bhalari,,1,1,16.41,0,0,0
dab_khera_ladwa_cluster_1776403018860,Dab Khera Ladwa Cluster,haryana,Kurukshetra,Ladwa,Bhalari,EF-Y4,1,1,16.41,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,,,,,4200,6392,100583.04,4190,6406,101012.5
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,,,,1435,2963,35320.95,1436,2975,35381.48
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,,,37,66,1014.08,34,57,929.74
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,,,,,30,59,959.04,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Abub Shahar,,10,14,206.4,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Abub Shahar,NA-D-Y2,10,14,206.4,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,New Rajpura,,11,20,376.11,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,New Rajpura,NA-D-Y2,11,20,376.11,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lohgarh,,3,5,45.06,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lohgarh,EF-Y2,2,2,14.4,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lohgarh,NA-D-Y2,3,3,30.66,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Chautala,,4,4,120.42,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Chautala,EF-Y2,2,2,48.43,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Chautala,EF-Y4,1,1,42.71,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Chautala,NA-D-Y2,1,1,29.28,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Teja Khera,,1,1,14.76,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Teja Khera,EF-Y2,1,1,14.76,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Sukhera Khera,,1,1,12.5,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Sukhera Khera,EF-Y2,1,1,12.5,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Giddar Khera,,2,6,92.7,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Giddar Khera,EF-Y3,2,6,92.7,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lakhuana,,4,7,88.26,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lakhuana,EF-Y3,2,4,54.28,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lakhuana,EF-Y4,1,2,20.19,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Lakhuana,NA-D-Y2,1,1,13.79,,,
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Gobindgarh,,1,1,2.83,0,0,0
dabwali_sirsa_cluster_1776879050233,Dabwali Sirsa Cluster,haryana,Sirsa,Dabwali,Gobindgarh,EF-Y4,1,1,2.83,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,,,,,4200,6392,100583.04,4190,6406,101012.5
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,,,,703,837,13871.84,714,851,14465.84
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,,,96,119,1620.19,100,124,1865.32
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,,,,,55,68,788.35,26,34,407.21
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Kalan,,10,13,231.27,5,10,237.74
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Kalan,EF-Y4,5,7,194.96,3,7,211.48
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Kalan,NA-D-Y2,5,6,36.31,2,3,26.26
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Sainthly,,1,1,28.72,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Sainthly,EF-Y4,1,1,28.72,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Jajanwala,,3,5,82.27,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Jajanwala,EF-Y4,1,1,54.09,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Jajanwala,NA-D-Y2,2,4,28.18,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Sacha Khera,,1,1,43.29,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Sacha Khera,EF-Y4,1,1,43.29,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Bhikhewala,,18,19,99.82,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Bhikhewala,EF-Y4,4,4,28.96,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Bhikhewala,NA-D-Y2,14,14,66.33,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Bhikhewala,NA-Y4,1,1,4.53,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Kaloda Kalan,,2,2,24.8,1,1,17.33
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Kaloda Kalan,NA-D-Y2,2,2,24.8,1,1,17.33
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Kalan,,0,0,0,15,16,93.88
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Kalan,EF-Y4,,,,2,2,15.39
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Kalan,NA-D-Y2,,,,13,14,78.49
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Ishmailpur,,2,2,61.3,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Ishmailpur,EF-Y2,1,1,50.44,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Ishmailpur,NA-D-Y2,1,1,10.86,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Lochab,,3,3,40.48,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Lochab,EF-Y4,1,1,25.06,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Lochab,NA-D-Y2,2,2,15.42,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Fulian Kalan,,2,2,11.84,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Fulian Kalan,NA-D-Y2,2,2,11.84,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Fulian Khurd,,1,2,37.09,0,0,0
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Fulian Khurd,EF-Y4,1,2,37.09,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Khurd,,1,1,5.84,2,2,22.61
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Khurd,EF-Y4,,,,1,1,10.69
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Frain Khurd,NA-D-Y2,1,1,5.84,1,1,11.92
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Kaloda Khurd,,13,15,95.87,1,1,7.47
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Kaloda Khurd,EF-Y2,1,2,6.45,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Kaloda Khurd,NA-D-Y2,12,13,89.42,1,1,7.47
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Khurd,,2,2,25.76,2,4,28.18
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Khurd,EF-Y4,1,1,20.57,,,
danoda_narwana_cluster_1776654264983,Danoda Narwana Cluster,haryana,Jind,Narwana,Danoda Khurd,NA-D-Y2,1,1,5.19,2,4,28.18
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,,,,,4200,6392,100583.04,4190,6406,101012.5
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,,,,279,336,5852.91,266,319,5131.09
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,,,12,14,299.98,28,30,373.93
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,,,,,12,14,299.98,1,1,10
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Baldhi Part,,2,2,76.75,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Baldhi Part,EF-Y2,1,1,74.44,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Baldhi Part,NA-D-Y3,1,1,2.31,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Bazida Jattan,,2,2,11.42,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Bazida Jattan,EF-Y4,1,1,2.82,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Bazida Jattan,NA-D-Y1,1,1,8.6,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Daha,,1,1,30.91,1,1,10
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Daha,EF-Y3,,,,1,1,10
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Daha,NA-Y4,1,1,30.91,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Darar,,2,2,23.67,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Darar,EF-Y1,2,2,23.67,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Gheer,,1,3,90.6,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Gheer,EF-Y4,1,3,90.6,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Singoha,,3,3,34.26,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Singoha,EF-Y1,1,1,5.86,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Singoha,EF-Y3,2,2,28.4,,,
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Manglaura Zadid,,1,1,32.37,0,0,0
darar_karnal_cluster_1777291099076,Darar Karnal Cluster,haryana,Karnal,Karnal,Manglaura Zadid,EF-Y4,1,1,32.37,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,,,,,4200,6392,100583.04,4190,6406,101012.5
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,,,,571,729,19242.23,613,807,22625.92
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,,,168,207,5329.07,216,286,7982.99
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,,,,,52,57,1195.52,16,21,517.44
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhirpur,,6,6,141.29,4,4,120.91
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhirpur,EF-Y3,2,2,48.46,1,1,39.46
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhirpur,EF-Y4,3,3,74.94,1,1,32.55
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhirpur,NA-D-Y1,1,1,17.89,1,1,17.89
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhirpur,NA-D-Y3,,,,1,1,31.01
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sarai Sukhi,,2,2,25.82,2,3,108.63
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sarai Sukhi,EF-Y2,1,1,5.79,1,1,5.79
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sarai Sukhi,EF-Y4,,,,1,2,102.84
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sarai Sukhi,NA-D-Y3,1,1,20.03,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Gobind Majra,,1,1,30.6,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Gobind Majra,EF-Y4,1,1,30.6,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Adhon,,3,3,31.98,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Adhon,EF-Y4,3,3,31.98,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Shadipur Shahabad,,1,1,3.96,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Shadipur Shahabad,EF-Y3,1,1,3.96,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Kanipla,,7,7,135.52,3,3,43.06
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Kanipla,EF-Y3,2,2,28.07,3,3,43.06
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Kanipla,EF-Y4,5,5,107.45,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sirsala,,4,4,69.25,2,3,97.73
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sirsala,EF-Y3,2,2,20.06,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sirsala,EF-Y4,2,2,49.19,2,3,97.73
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Rattandera,,1,1,20.58,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Rattandera,EF-Y4,1,1,20.58,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhoda Kheri,,1,1,45.54,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhoda Kheri,EF-Y4,1,1,45.54,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhurala,,3,3,82.88,2,4,66.7
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhurala,EF-Y2,,,,1,1,14.96
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhurala,EF-Y3,2,2,64.09,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhurala,EF-Y4,1,1,18.79,1,3,51.74
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Malik Pur,,2,2,28.18,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Malik Pur,EF-Y2,1,1,14.96,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Malik Pur,EF-Y3,1,1,13.22,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bhiwani Khera,,2,2,14.97,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bhiwani Khera,EF-Y3,1,1,4.96,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bhiwani Khera,EF-Y4,1,1,10.01,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dara Khurd Thanesar,,1,1,20.76,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dara Khurd Thanesar,EF-Y4,1,1,20.76,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Khanpur Kolian,,2,3,60.49,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Khanpur Kolian,EF-Y4,2,3,60.49,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Morthala,,6,6,147.86,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Morthala,EF-Y4,6,6,147.86,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhudhla,,1,1,12.91,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Dhudhla,EF-Y3,1,1,12.91,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bir Chhapar,,2,2,51.15,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bir Chhapar,EF-Y4,1,1,29.9,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bir Chhapar,NA-D-Y2,1,1,21.25,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Ishargarh,,3,3,106.71,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Ishargarh,EF-Y4,3,3,106.71,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sanwla,,1,2,30.52,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Sanwla,EF-Y4,1,2,30.52,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Partapgarh,,0,0,0,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Amargarh Majhara,,1,1,9.97,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Amargarh Majhara,EF-Y4,1,1,9.97,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bangran,,1,1,54.46,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Bangran,EF-Y4,1,1,54.46,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Musapur,,1,1,31.56,0,0,0
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Musapur,EF-Y4,1,1,31.56,,,
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Ramgarh,,3,3,38.56,3,4,80.41
dhirpur_thanesar_cluster_1776394976335,Dhirpur Thanesar Cluster,haryana,Kurukshetra,Thanesar,Ramgarh,EF-Y4,3,3,38.56,3,4,80.41
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,,,,,4200,6392,100583.04,4190,6406,101012.5
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,,,,571,729,19242.23,613,807,22625.92
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,,,111,128,2817.21,98,117,2490.06
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,,,,,52,52,938.95,20,20,248.28
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Barham,,5,5,178.76,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Barham,EF-Y2,1,1,14.75,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Barham,EF-Y4,3,3,133,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Barham,NA-D-Y3,1,1,31.01,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Sudhpur,,1,1,10,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Sudhpur,EF-Y1,1,1,10,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Charhuni Jattan,,2,2,91.27,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Charhuni Jattan,EF-Y4,2,2,91.27,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dhola Majra,,2,2,22.49,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dhola Majra,EF-Y1,1,1,10,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dhola Majra,EF-Y4,1,1,12.49,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Bakana,,2,2,83.42,1,1,43.54
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Bakana,EF-Y4,2,2,83.42,1,1,43.54
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Kishan Garh,,1,1,28.57,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Kishan Garh,EF-Y4,1,1,28.57,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dig,,2,2,31.68,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dig,EF-Y1,1,1,9,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Dig,EF-Y4,1,1,22.68,,,
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Chhapri Part,,3,3,40.8,0,0,0
dig_shahbad_cluster_1776404717767,Dig Shahbad Cluster,haryana,Kurukshetra,Shahbad,Chhapri Part,EF-Y4,3,3,40.8,,,
